[Gene ID]	[source_id]	[Product Description]	[Input ID]	[# TM Domains]	[SignalP Scores]	
Tb927.10.15680	Tb927.10.15680:mRNA	hypothetical protein, conserved	Tb927.10.15680	3	N/A	
Tb927.10.15720	Tb927.10.15720:mRNA	proteasome regulatory non-ATP-ase subunit 9	Tb927.10.15720	0	N/A	
Tb927.10.15740	Tb927.10.15740:mRNA	hypothetical protein, conserved	Tb927.10.15740	0	N/A	
Tb927.10.15760	Tb927.10.15760:mRNA	hypothetical protein, conserved	Tb927.10.15760	0	N/A	
Tb927.10.1580	Tb927.10.1580:mRNA	Domain of unknown function (DUF543), putative	Tb927.10.1580	0	N/A	
Tb927.10.15850	Tb927.10.15850:mRNA	Peroxisome biogenesis factor 12	Tb927.10.15850	0	N/A	
Tb927.10.16110	Tb927.10.16110:mRNA	component of motile flagella 1	Tb927.10.16110	0	N/A	
Tb927.10.16120	Tb927.10.16120:mRNA	inosine-5'-monophosphate dehydrogenase	Tb927.10.16120	0	N/A	
Tb927.10.1630	Tb927.10.1630:mRNA	atp-binding cassette sub-family e member 1	Tb927.10.1630	0	N/A	
Tb927.10.1690	Tb927.10.1690:mRNA	cytosolic Fe-S cluster assembly factor NBP35, putative	Tb927.10.1690	0	N/A	
Tb927.10.170	Tb927.10.170:mRNA	pseudouridine synthase, Cbf5p	Tb927.10.170	0	N/A	
Tb927.10.1720	Tb927.10.1720:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.10.1720	0	N/A	
Tb927.10.180	Tb927.10.180:mRNA	ATP synthase F1 subunit gamma protein, putative	Tb927.10.180	0	N/A	
Tb927.10.1810	Tb927.10.1810:mRNA	RING-H2 zinc finger, putative	Tb927.10.1810	0	N/A	
Tb927.10.190	Tb927.10.190:mRNA	40S ribosomal protein S6, putative	Tb927.10.190	0	N/A	
Tb927.10.1900	Tb927.10.1900:mRNA	DNA topoisomerase IA, putative	Tb927.10.1900	0	N/A	
Tb927.10.1970	Tb927.10.1970:mRNA	CHAT domain containing protein, putative	Tb927.10.1970	0	N/A	
Tb927.10.1980	Tb927.10.1980:mRNA	hypothetical protein, conserved	Tb927.10.1980	0	N/A	
Tb927.10.1990	Tb927.10.1990:mRNA	major vault protein, putative	Tb927.10.1990	0	N/A	
Tb927.10.2080	Tb927.10.2080:mRNA	hypothetical protein, conserved	Tb927.10.2080	1	NN Sum: 4, NN D: .81, HMM Prob: 1	
Tb927.10.2110	Tb927.10.2110:mRNA	elongation factor 1-alpha	Tb927.10.2110	0	N/A	
Tb927.10.2130	Tb927.10.2130:mRNA	Vps51/Vps67, putative	Tb927.10.2130	0	N/A	
Tb927.10.2190	Tb927.10.2190:mRNA	Protein of unknown function (DUF667), putative	Tb927.10.2190	0	N/A	
Tb927.10.2240	Tb927.10.2240:mRNA	RNA binding protein	Tb927.10.2240	0	N/A	
Tb927.10.2270	Tb927.10.2270:mRNA	vacuolar protein sorting-associated protein 35, putative	Tb927.10.2270	0	N/A	
Tb927.10.2290	Tb927.10.2290:mRNA	chaperone protein DnaJ, putative	Tb927.10.2290	0	N/A	
Tb927.10.230	Tb927.10.230:mRNA	proteasome subunit alpha type-5, putative	Tb927.10.230	0	N/A	
Tb927.10.2320	Tb927.10.2320:mRNA	Nucleoporin NUP41	Tb927.10.2320	0	N/A	
Tb927.10.2350	Tb927.10.2350:mRNA	pyruvate dehydrogenase complex E3 binding protein, putative	Tb927.10.2350	0	NN Sum: 2, NN D: .48, HMM Prob: .58	
Tb927.10.2370	Tb927.10.2370:mRNA	Lupus La protein homolog, putative	Tb927.10.2370	0	N/A	
Tb927.10.2380	Tb927.10.2380:mRNA	Tetratricopeptide repeat, putative	Tb927.10.2380	0	N/A	
Tb927.10.240	Tb927.10.240:mRNA	peroxin 14, putative	Tb927.10.240	0	N/A	
Tb927.10.2490	Tb927.10.2490:mRNA	glucose-6-phosphate 1-dehydrogenase	Tb927.10.2490	0	N/A	
Tb927.10.2530	Tb927.10.2530:mRNA	adenylate kinase, putative	Tb927.10.2530	0	N/A	
Tb927.10.2560	Tb927.10.2560:mRNA	mitochondrial malate dehydrogenase	Tb927.10.2560	0	NN Sum: 1, NN D: .44, HMM Prob: .81	
Tb927.10.2570	Tb927.10.2570:mRNA	lysosomal alpha-mannosidase precursor, putative	Tb927.10.2570	0	NN Sum: 4, NN D: .74, HMM Prob: .85	
Tb927.10.2610	Tb927.10.2610:mRNA	Domain of unknown function (DUF1935), putative	Tb927.10.2610	0	N/A	
Tb927.10.2620	Tb927.10.2620:mRNA	CS domain containing protein, putative	Tb927.10.2620	0	N/A	
Tb927.10.2640	Tb927.10.2640:mRNA	intraflagellar transport protein 81	Tb927.10.2640	0	N/A	
Tb927.10.2700	Tb927.10.2700:mRNA	predicted WD40 repeat protein	Tb927.10.2700	0	N/A	
Tb927.10.2720	Tb927.10.2720:mRNA	hypothetical protein, conserved	Tb927.10.2720	0	N/A	
Tb927.10.2770	Tb927.10.2770:mRNA	eukaryotic translation initiation factor 5, putative	Tb927.10.2770	0	N/A	
Tb927.10.2780	Tb927.10.2780:mRNA	DNA-directed RNA polymerase III subunit C1	Tb927.10.2780	0	N/A	
Tb927.10.2810	Tb927.10.2810:mRNA	hypothetical protein, conserved	Tb927.10.2810	0	N/A	
Tb927.10.2860	Tb927.10.2860:mRNA	POC1 centriolar protein homolog	Tb927.10.2860	0	N/A	
Tb927.10.2880	Tb927.10.2880:mRNA	Voltage-dependent calcium channel subunit, putative	Tb927.10.2880	22	N/A	
Tb927.10.2890	Tb927.10.2890:mRNA	enolase	Tb927.10.2890	0	N/A	
Tb927.10.290	Tb927.10.290:mRNA	proteasome alpha 2 subunit, putative	Tb927.10.290	0	N/A	
Tb927.10.2900	Tb927.10.2900:mRNA	importin beta-1 subunit, putative	Tb927.10.2900	0	N/A	
Tb927.10.2930	Tb927.10.2930:mRNA	hypothetical protein, conserved	Tb927.10.2930	0	N/A	
Tb927.10.2940	Tb927.10.2940:mRNA	Soluble NSF attachment protein, SNAP, putative	Tb927.10.2940	0	N/A	
Tb927.10.2950	Tb927.10.2950:mRNA	hypothetical protein, conserved	Tb927.10.2950	0	N/A	
Tb927.10.2990	Tb927.10.2990:mRNA	nuclear cap binding complex subunit CBP110	Tb927.10.2990	0	N/A	
Tb927.10.3000	Tb927.10.3000:mRNA	Orofaciodigital syndrome 1-like protein, putative	Tb927.10.3000	0	N/A	
Tb927.10.3010	Tb927.10.3010:mRNA	hook complex protein, conserved	Tb927.10.3010	0	N/A	
Tb927.10.3040	Tb927.10.3040:mRNA	succinate dehydrogenase subunit	Tb927.10.3040	1	N/A	
Tb927.10.3150	Tb927.10.3150:mRNA	N-acetyltransferase, putative	Tb927.10.3150	0	N/A	
Tb927.10.3170	Tb927.10.3170:mRNA	ABC transporter, putative	Tb927.10.3170	0	N/A	
Tb927.10.3210	Tb927.10.3210:mRNA	delta-1-pyrroline-5-carboxylate dehydrogenase, putative	Tb927.10.3210	0	N/A	
Tb927.10.3230	Tb927.10.3230:mRNA	CMGC/MAPK protein kinase, putative	Tb927.10.3230	0	N/A	
Tb927.10.3280	Tb927.10.3280:mRNA	60S ribosomal proteins L38, putative	Tb927.10.3280	0	N/A	
Tb927.10.3380	Tb927.10.3380:mRNA	60S acidic ribosomal protein P2, putative	Tb927.10.3380	0	N/A	
Tb927.10.3500	Tb927.10.3500:mRNA	splicing factor u2af 65 kda subunit	Tb927.10.3500	0	N/A	
Tb927.10.3520	Tb927.10.3520:mRNA	protease regulatory ATPase subunit 4	Tb927.10.3520	0	N/A	
Tb927.10.3540	Tb927.10.3540:mRNA	hypothetical protein, conserved	Tb927.10.3540	0	N/A	
Tb927.10.3560	Tb927.10.3560:mRNA	arginine N-methyltransferase, putative	Tb927.10.3560	0	N/A	
Tb927.10.3590	Tb927.10.3590:mRNA	hypothetical protein, conserved	Tb927.10.3590	0	N/A	
Tb927.10.3630	Tb927.10.3630:mRNA	hypothetical protein, conserved	Tb927.10.3630	0	N/A	
Tb927.10.3640	Tb927.10.3640:mRNA	nuclear transmembrane protein, putative	Tb927.10.3640	6	NN Sum: 3, NN D: .49, HMM Prob: .23	
Tb927.10.3660	Tb927.10.3660:mRNA	aspartate aminotransferase	Tb927.10.3660	0	N/A	
Tb927.10.370	Tb927.10.370:mRNA	calcineurin B subunit, putative	Tb927.10.370	0	N/A	
Tb927.10.3700	Tb927.10.3700:mRNA	AMP-activated protein kinase, gamma regulatory subunit	Tb927.10.3700	0	N/A	
Tb927.10.3710	Tb927.10.3710:mRNA	proteasome activator protein PA26	Tb927.10.3710	0	N/A	
Tb927.10.3760	Tb927.10.3760:mRNA	vacuolar ATP synthase subunit d, putative	Tb927.10.3760	0	N/A	
Tb927.10.3770	Tb927.10.3770:mRNA	predicted TPR repeat protein	Tb927.10.3770	0	N/A	
Tb927.10.3810	Tb927.10.3810:mRNA	Nucleoporin NUP65	Tb927.10.3810	0	N/A	
Tb927.10.390	Tb927.10.390:mRNA	DUF2407 ubiquitin-like domain containing protein, putative	Tb927.10.390	0	N/A	
Tb927.10.3920	Tb927.10.3920:mRNA	hypothetical protein, conserved	Tb927.10.3920	0	N/A	
Tb927.10.3940	Tb927.10.3940:mRNA	40S ribosomal protein S3A, putative	Tb927.10.3940	0	N/A	
Tb927.10.3950	Tb927.10.3950:mRNA	hypothetical protein, conserved	Tb927.10.3950	0	N/A	
Tb927.10.3990	Tb927.10.3990:mRNA	DHH1	Tb927.10.3990	0	N/A	
Tb927.10.4000	Tb927.10.4000:mRNA	methylglutaconyl-CoA hydratase, mitochondrial precursor, putative	Tb927.10.4000	0	NN Sum: 0, NN D: .29, HMM Prob: .84	
Tb927.10.4010	Tb927.10.4010:mRNA	hypothetical protein, conserved	Tb927.10.4010	0	N/A	
Tb927.10.4060	Tb927.10.4060:mRNA	Ankyrin repeats (3 copies), putative	Tb927.10.4060	0	N/A	
Tb927.10.4070	Tb927.10.4070:mRNA	hypothetical protein, conserved	Tb927.10.4070	0	N/A	
Tb927.10.4080	Tb927.10.4080:mRNA	hypothetical protein, conserved	Tb927.10.4080	0	NN Sum: 0, NN D: .23, HMM Prob: .8	
Tb927.10.4220	Tb927.10.4220:mRNA	hypothetical protein, conserved	Tb927.10.4220	0	N/A	
Tb927.10.4310	Tb927.10.4310:mRNA	prohibitin 2, putative	Tb927.10.4310	1	N/A	
Tb927.10.4330	Tb927.10.4330:mRNA	2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative	Tb927.10.4330	0	N/A	
Tb927.10.4430	Tb927.10.4430:mRNA	pumillo RNA binding protein PUF1	Tb927.10.4430	0	N/A	
Tb927.10.4450	Tb927.10.4450:mRNA	stress-inducible protein STI1-like, putative	Tb927.10.4450	0	N/A	
Tb927.10.4490	Tb927.10.4490:mRNA	hypothetical protein, conserved	Tb927.10.4490	0	NN Sum: 0, NN D: .22, HMM Prob: .95	
Tb927.10.450	Tb927.10.450:mRNA	Component of motile flagella 62	Tb927.10.450	0	N/A	
Tb927.10.4570	Tb927.10.4570:mRNA	elongation factor 2	Tb927.10.4570	0	N/A	
Tb927.10.4610	Tb927.10.4610:mRNA	dolicholphosphate-mannose synthase, putative	Tb927.10.4610	1	N/A	
Tb927.10.4620	Tb927.10.4620:mRNA	peptidyl-prolyl cis-trans isomerase, putative	Tb927.10.4620	0	N/A	
Tb927.10.4640	Tb927.10.4640:mRNA	eukaryotic translation initiation factor 3 subunit l	Tb927.10.4640	0	N/A	
Tb927.10.4710	Tb927.10.4710:mRNA	proteasome subunit beta type-2, putative	Tb927.10.4710	0	N/A	
Tb927.10.4740	Tb927.10.4740:mRNA	nucleolar RNA-binding protein, putative	Tb927.10.4740	0	N/A	
Tb927.10.4760	Tb927.10.4760:mRNA	Integral membrane protein DUF106, putative	Tb927.10.4760	3	NN Sum: 3, NN D: .52, HMM Prob: .01	
Tb927.10.4850	Tb927.10.4850:mRNA	hypothetical protein, conserved	Tb927.10.4850	0	N/A	
Tb927.10.4890	Tb927.10.4890:mRNA	zinc-finger of a C2HC-type, putative	Tb927.10.4890	0	N/A	
Tb927.10.4900	Tb927.10.4900:mRNA	TPR-repeat-containing chaperone protein DNAJ, putative	Tb927.10.4900	0	N/A	
Tb927.10.4920	Tb927.10.4920:mRNA	hypothetical protein, conserved	Tb927.10.4920	0	N/A	
Tb927.10.4940	Tb927.10.4940:mRNA	Nuclear Dbf2-related kinase	Tb927.10.4940	0	N/A	
Tb927.10.4950	Tb927.10.4950:mRNA	U2 small nuclear ribonucleoprotein 16.5K	Tb927.10.4950	0	N/A	
Tb927.10.4980	Tb927.10.4980:mRNA	ubiquitin-like protein DSK2, putative	Tb927.10.4980	0	N/A	
Tb927.10.5020	Tb927.10.5020:mRNA	Eukaryotic translation initiation factor 4E type 5	Tb927.10.5020	0	N/A	
Tb927.10.5030	Tb927.10.5030:mRNA	ubiquitin/ribosomal protein S27a, putative	Tb927.10.5030	0	N/A	
Tb927.10.5040	Tb927.10.5040:mRNA	chaperone protein DnaJ, putative	Tb927.10.5040	0	N/A	
Tb927.10.510	Tb927.10.510:mRNA	Present in the outer mitochondrial membrane proteome 19	Tb927.10.510	0	N/A	
Tb927.10.5120	Tb927.10.5120:mRNA	KREPA6	Tb927.10.5120	0	NN Sum: 4, NN D: .45, HMM Prob: .3	
Tb927.10.5140	Tb927.10.5140:mRNA	Mitogen-activated protein kinase 6	Tb927.10.5140	0	N/A	
Tb927.10.520	Tb927.10.520:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.10.520	1	N/A	
Tb927.10.5260	Tb927.10.5260:mRNA	C2 domain containing protein, putative	Tb927.10.5260	0	NN Sum: 2, NN D: .31, HMM Prob: .85	
Tb927.10.5300	Tb927.10.5300:mRNA	eukaryotic translation initiation factor 6 (eIF-6), putative	Tb927.10.5300	0	N/A	
Tb927.10.5310	Tb927.10.5310:mRNA	SNF1-related protein kinases, putative	Tb927.10.5310	0	N/A	
Tb927.10.5340	Tb927.10.5340:mRNA	40S ribosomal protein S18, putative	Tb927.10.5340	0	N/A	
Tb927.10.5350	Tb927.10.5350:mRNA	dynein heavy chain, putative	Tb927.10.5350	0	N/A	
Tb927.10.5370	Tb927.10.5370:mRNA	40S ribosomal protein S10, putative	Tb927.10.5370	0	N/A	
Tb927.10.5380	Tb927.10.5380:mRNA	intraflagellar transport protein 122	Tb927.10.5380	0	N/A	
Tb927.10.540	Tb927.10.540:mRNA	ATP-dependent RNA helicase SUB2, putative	Tb927.10.540	0	N/A	
Tb927.10.5400	Tb927.10.5400:mRNA	hypothetical protein, conserved	Tb927.10.5400	3	NN Sum: 3, NN D: .67, HMM Prob: 1	
Tb927.10.5430	Tb927.10.5430:mRNA	Flagellar C1a complex subunit C1a-32, putative	Tb927.10.5430	0	N/A	
Tb927.10.5450	Tb927.10.5450:mRNA	ISWI complex protein	Tb927.10.5450	0	N/A	
Tb927.10.5480	Tb927.10.5480:mRNA	60S ribosomal protein L24, putative	Tb927.10.5480	0	N/A	
Tb927.10.5540	Tb927.10.5540:mRNA	hypothetical protein, conserved	Tb927.10.5540	0	N/A	
Tb927.10.560	Tb927.10.560:mRNA	40S ribosomal proteins S11, putative	Tb927.10.560	0	N/A	
Tb927.10.5630	Tb927.10.5630:mRNA	hypothetical protein, conserved	Tb927.10.5630	0	N/A	
Tb927.10.5670	Tb927.10.5670:mRNA	N-acetyltransferase subunit Nat1, putative	Tb927.10.5670	0	N/A	
Tb927.10.5760	Tb927.10.5760:mRNA	adenylate kinase, putative	Tb927.10.5760	0	NN Sum: 0, NN D: .27, HMM Prob: .64	
Tb927.10.5770	Tb927.10.5770:mRNA	Valosin-containing protein	Tb927.10.5770	0	N/A	
Tb927.10.5810	Tb927.10.5810:mRNA	The ARF-like 2 binding protein BART, putative	Tb927.10.5810	0	N/A	
Tb927.10.5840	Tb927.10.5840:mRNA	translation elongation factor 1-beta, putative	Tb927.10.5840	0	N/A	
Tb927.10.5870	Tb927.10.5870:mRNA	Flagellum attachment zone protein 25	Tb927.10.5870	0	N/A	
Tb927.10.5880	Tb927.10.5880:mRNA	Proteophosphoglycan, putative	Tb927.10.5880	0	N/A	
Tb927.10.5990	Tb927.10.5990:mRNA	Centrosomal protein of 57 kDa, putative	Tb927.10.5990	0	N/A	
Tb927.10.600	Tb927.10.600:mRNA	Mitochondrial ribosomal protein L29	Tb927.10.600	0	N/A	
Tb927.10.6010	Tb927.10.6010:mRNA	Cohesin subunit SCC3, putative	Tb927.10.6010	0	N/A	
Tb927.10.6020	Tb927.10.6020:mRNA	hypothetical protein, conserved	Tb927.10.6020	0	N/A	
Tb927.10.6050	Tb927.10.6050:mRNA	clathrin heavy chain	Tb927.10.6050	0	N/A	
Tb927.10.6070	Tb927.10.6070:mRNA	universal minicircle sequence binding protein 1	Tb927.10.6070	0	N/A	
Tb927.10.6080	Tb927.10.6080:mRNA	proteasome subunit beta type-5, putative	Tb927.10.6080	0	N/A	
Tb927.10.6260	Tb927.10.6260:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.10.6260	0	N/A	
Tb927.10.6290	Tb927.10.6290:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.10.6290	0	N/A	
Tb927.10.6300	Tb927.10.6300:mRNA	Mitochondrial ribosomal protein S5	Tb927.10.6300	0	N/A	
Tb927.10.6310	Tb927.10.6310:mRNA	major vault protein, putative	Tb927.10.6310	0	N/A	
Tb927.10.6320	Tb927.10.6320:mRNA	CBF/Mak21 family, putative	Tb927.10.6320	0	N/A	
Tb927.10.6350	Tb927.10.6350:mRNA	trypanin	Tb927.10.6350	0	N/A	
Tb927.10.6360	Tb927.10.6360:mRNA	FAZ-tip-localizing protein required for cytokinesis	Tb927.10.6360	0	N/A	
Tb927.10.6370	Tb927.10.6370:mRNA	60S ribosomal proteins L37, putative	Tb927.10.6370	0	N/A	
Tb927.10.6490	Tb927.10.6490:mRNA	KIAA1430 homologue, putative	Tb927.10.6490	0	N/A	
Tb927.10.6510	Tb927.10.6510:mRNA	chaperonin HSP60, mitochondrial precursor	Tb927.10.6510	0	N/A	
Tb927.10.660	Tb927.10.660:mRNA	2-oxoisovalerate dehydrogenase alpha subunit, putative	Tb927.10.660	0	N/A	
Tb927.10.6610	Tb927.10.6610:mRNA	chaperone protein DnaJ, putative	Tb927.10.6610	1	N/A	
Tb927.10.6630	Tb927.10.6630:mRNA	ATP-dependent RNA helicase DBP2A, putative	Tb927.10.6630	0	N/A	
Tb927.10.6640	Tb927.10.6640:mRNA	transmembrane emp24 domain-containing protein	Tb927.10.6640	2	NN Sum: 4, NN D: .79, HMM Prob: .99	
Tb927.10.6670	Tb927.10.6670:mRNA	dynein light chain, putative	Tb927.10.6670	0	N/A	
Tb927.10.6680	Tb927.10.6680:mRNA	member of the NOL1/NOP2/sun family of proteins	Tb927.10.6680	0	N/A	
Tb927.10.6780	Tb927.10.6780:mRNA	vacuolar protein sorting-associated protein 45, putative	Tb927.10.6780	0	N/A	
Tb927.10.6800	Tb927.10.6800:mRNA	developmentally regulated GTP-binding protein, putative	Tb927.10.6800	0	N/A	
Tb927.10.6810	Tb927.10.6810:mRNA	guanylate kinase, putative	Tb927.10.6810	0	N/A	
Tb927.10.6840	Tb927.10.6840:mRNA	hypothetical protein, conserved	Tb927.10.6840	3	N/A	
Tb927.10.6870	Tb927.10.6870:mRNA	short-chain dehydrogenase, putative	Tb927.10.6870	1	NN Sum: 3, NN D: .62, HMM Prob: .96	
Tb927.10.6880	Tb927.10.6880:mRNA	glyceraldehyde 3-phosphate dehydrogenase, cytosolic	Tb927.10.6880	0	N/A	
Tb927.10.6970	Tb927.10.6970:mRNA	serine peptidase, Clan SC, Family S9B	Tb927.10.6970	0	N/A	
Tb927.10.7060	Tb927.10.7060:mRNA	Nucleoporin NUP96	Tb927.10.7060	0	N/A	
Tb927.10.7110	Tb927.10.7110:mRNA	Myo-inositol 1-phosphate synthase	Tb927.10.7110	0	N/A	
Tb927.10.7120	Tb927.10.7120:mRNA	hypothetical protein, conserved	Tb927.10.7120	0	N/A	
Tb927.10.720	Tb927.10.720:mRNA	Flagellum attachment zone protein 24	Tb927.10.720	0	N/A	
Tb927.10.7230	Tb927.10.7230:mRNA	Flagellar Member 1	Tb927.10.7230	0	N/A	
Tb927.10.730	Tb927.10.730:mRNA	ATP synthase, putative	Tb927.10.730	0	N/A	
Tb927.10.7340	Tb927.10.7340:mRNA	40S ribosomal protein S24E, putative	Tb927.10.7340	0	N/A	
Tb927.10.7350	Tb927.10.7350:mRNA	hypothetical protein, conserved	Tb927.10.7350	0	N/A	
Tb927.10.740	Tb927.10.740:mRNA	structural maintenance of chromosome 4, putative	Tb927.10.740	0	N/A	
Tb927.10.7410	Tb927.10.7410:mRNA	succinyl-CoA ligase [GDP-forming] beta-chain, putative	Tb927.10.7410	0	N/A	
Tb927.10.7420	Tb927.10.7420:mRNA	bromodomain factor 2 protein, putative	Tb927.10.7420	0	N/A	
Tb927.10.7440	Tb927.10.7440:mRNA	ATP-dependent RNA helicase MTR4	Tb927.10.7440	0	N/A	
Tb927.10.7450	Tb927.10.7450:mRNA	Ribosomal RNA processing protein 41A	Tb927.10.7450	0	N/A	
Tb927.10.7470	Tb927.10.7470:mRNA	RNA-binding protein, putative	Tb927.10.7470	0	N/A	
Tb927.10.7500	Tb927.10.7500:mRNA	fibrillarin	Tb927.10.7500	0	N/A	
Tb927.10.7510	Tb927.10.7510:mRNA	chromatin binding protein, putative	Tb927.10.7510	0	NN Sum: 0, NN D: .14, HMM Prob: .51	
Tb927.10.7550	Tb927.10.7550.1:mRNA	hypothetical protein, conserved	Tb927.10.7550	0	N/A	
Tb927.10.7550	Tb927.10.7550.2:mRNA	hypothetical protein, conserved	Tb927.10.7550	0	N/A	
Tb927.10.7570	Tb927.10.7570:mRNA	dihydrolipoamide acetyltransferase E2 subunit, putative	Tb927.10.7570	0	NN Sum: 4, NN D: .6, HMM Prob: .37	
Tb927.10.7580	Tb927.10.7580:mRNA	hypothetical protein, conserved	Tb927.10.7580	0	N/A	
Tb927.10.7600	Tb927.10.7600:mRNA	Centrosomal protein POC5, putative	Tb927.10.7600	0	N/A	
Tb927.10.7610	Tb927.10.7610:mRNA	NADH-ubiquinone oxidoreductase complex I subunit, putative	Tb927.10.7610	0	N/A	
Tb927.10.7630	Tb927.10.7630:mRNA	transportin2- like protein	Tb927.10.7630	0	N/A	
Tb927.10.7680	Tb927.10.7680:mRNA	GTPase activating protein, putative	Tb927.10.7680	0	N/A	
Tb927.10.7690	Tb927.10.7690:mRNA	Component of motile flagella 4	Tb927.10.7690	0	N/A	
Tb927.10.770	Tb927.10.770:mRNA	RF-1 domain containing protein, putative	Tb927.10.770	0	N/A	
Tb927.10.7700	Tb927.10.7700:mRNA	ATP-binding cassette protein subfamily G	Tb927.10.7700	5	N/A	
Tb927.10.7710	Tb927.10.7710:mRNA	40S ribosomal protein S8, putative	Tb927.10.7710	0	N/A	
Tb927.10.7730	Tb927.10.7730:mRNA	Domain of unknown function (DUF4496), putative	Tb927.10.7730	0	N/A	
Tb927.10.7740	Tb927.10.7740:mRNA	protein transport protein SEC23	Tb927.10.7740	0	N/A	
Tb927.10.7750	Tb927.10.7750:mRNA	hypothetical protein, conserved	Tb927.10.7750	1	N/A	
Tb927.10.7790	Tb927.10.7790:mRNA	ubiquitin fusion degradation protein, putative	Tb927.10.7790	0	N/A	
Tb927.10.7810	Tb927.10.7810:mRNA	Pre-rRNA-processing protein ESF1, putative	Tb927.10.7810	0	N/A	
Tb927.10.7880	Tb927.10.7880:mRNA	Sperm tail/Sperm tail C-terminal domain containing protein, putative	Tb927.10.7880	0	N/A	
Tb927.10.790	Tb927.10.790:mRNA	vesicle-associated membrane protein, putative	Tb927.10.790	1	N/A	
Tb927.10.7930	Tb927.10.7930:mRNA	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Tb927.10.7930	0	N/A	
Tb927.10.7990	Tb927.10.7990:mRNA	replication factor C subunit 3, putative	Tb927.10.7990	0	N/A	
Tb927.10.8020	Tb927.10.8020:mRNA	prolyl endopeptidase	Tb927.10.8020	0	N/A	
Tb927.10.8030	Tb927.10.8030:mRNA	Mitochondrial ATP synthase subunit 5	Tb927.10.8030	0	N/A	
Tb927.10.8040	Tb927.10.8040:mRNA	beta adaptin, putative	Tb927.10.8040	0	N/A	
Tb927.10.8090	Tb927.10.8090:mRNA	hypothetical protein, conserved	Tb927.10.8090	0	N/A	
Tb927.10.8110	Tb927.10.8110:mRNA	Protein of unknown function (DUF2453), putative	Tb927.10.8110	3	N/A	
Tb927.10.8170	Tb927.10.8170:mRNA	Nucleoporin NUP144	Tb927.10.8170	0	N/A	
Tb927.10.8190	Tb927.10.8190:mRNA	T-complex protein 1, theta subunit, putative	Tb927.10.8190	0	N/A	
Tb927.10.8200	Tb927.10.8200:mRNA	Ribosomal protein L1p/L10e family, putative	Tb927.10.8200	0	N/A	
Tb927.10.8210	Tb927.10.8210:mRNA	KREPA2	Tb927.10.8210	0	N/A	
Tb927.10.8240	Tb927.10.8240:mRNA	hypothetical protein, conserved	Tb927.10.8240	0	N/A	
Tb927.10.8290	Tb927.10.8290:mRNA	eukaryotic translation initiation factor 3 subunit c	Tb927.10.8290	0	N/A	
Tb927.10.830	Tb927.10.830:mRNA	adenylate kinase, putative	Tb927.10.830	0	N/A	
Tb927.10.8430	Tb927.10.8430:mRNA	40S ribosomal protein S12, putative	Tb927.10.8430	0	N/A	
Tb927.10.850	Tb927.10.850:mRNA	hook complex protein, conserved	Tb927.10.850	0	N/A	
Tb927.10.8540	Tb927.10.8540:mRNA	chaperone protein DnaJ, putative	Tb927.10.8540	0	N/A	
Tb927.10.8590	Tb927.10.8590:mRNA	flagellum transition zone component	Tb927.10.8590	0	N/A	
Tb927.10.8600	Tb927.10.8600:mRNA	Vps54-like protein, putative	Tb927.10.8600	0	N/A	
Tb927.10.8630	Tb927.10.8630:mRNA	Sucrase/ferredoxin-like, putative	Tb927.10.8630	0	N/A	
Tb927.10.8650	Tb927.10.8650:mRNA	ran binding protein, putative	Tb927.10.8650	0	N/A	
Tb927.10.8660	Tb927.10.8660:mRNA	Fis1 C-terminal tetratricopeptide repeat, putative	Tb927.10.8660	1	N/A	
Tb927.10.8710	Tb927.10.8710:mRNA	centrin-3	Tb927.10.8710	0	N/A	
Tb927.10.8780	Tb927.10.8780:mRNA	AAA domain containing protein, putative	Tb927.10.8780	0	N/A	
Tb927.10.8820	Tb927.10.8820:mRNA	hook complex protein, conserved	Tb927.10.8820	0	N/A	
Tb927.10.8830	Tb927.10.8830:mRNA	Flagellum attachment zone protein 5	Tb927.10.8830	7	N/A	
Tb927.10.8850	Tb927.10.8850:mRNA	A distinct subfamily of CDD/CDA-like deaminases, putative	Tb927.10.8850	0	N/A	
Tb927.10.8880	Tb927.10.8880:mRNA	RNA interference factor 4	Tb927.10.8880	2	N/A	
Tb927.10.8890	Tb927.10.8890:mRNA	kinetoplast DNA-associated protein, putative	Tb927.10.8890	0	N/A	
Tb927.10.8930	Tb927.10.8930:mRNA	paraflagellar rod component, putative	Tb927.10.8930	0	N/A	
Tb927.10.8940	Tb927.10.8940:mRNA	flagellum targeting protein kharon1, putative	Tb927.10.8940	0	N/A	
Tb927.10.9050	Tb927.10.9050:mRNA	pseudouridine synthase TruD, putative	Tb927.10.9050	0	N/A	
Tb927.10.9140	Tb927.10.9140:mRNA	FAD dependent oxidoreductase, putative	Tb927.10.9140	0	N/A	
Tb927.10.9190	Tb927.10.9190.1:mRNA	isoleucyl-tRNA synthetase, putative	Tb927.10.9190	0	N/A	
Tb927.10.9190	Tb927.10.9190.2:mRNA	isoleucyl-tRNA synthetase, putative	Tb927.10.9190	0	N/A	
