protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,025h_A,0.5h_A,1h_A,2h_A,4h_A,8h_A,20h_A,28h_A,0h_B,025h_B,0.5h_B,1h_B,2h_B,4h_B,8h_B,20h_B,28h_B,0h_C,025h_C,0.5h_C,1h_C,2h_C,4h_C,8h_C,20h_C,28h_C
Tb927.10.1140,,,,,,,,none,,Tb927.10.1140;Tb11.0530,epsilon tubulin;epsilon tubulin,0,GO:0003924|GTPase activity; GO:0005198|structural molecule activity; GO:0005874|microtubule; GO:0046785|microtubule polymerization; GO:0005737|cytoplasm; GO:0007018|microtubule-based movement,,,,,,,0.371198167,0.221695073,,,,0.464348676,,,0.443117997,,,,,,,,0.665823059,,0.477676336,0.209965212,0.126186496
Tb927.10.1150,,,,,,,,none,,Tb927.10.1150;Tb11.0540,"hypothetical protein, conserved;hypothetical protein",0,none,,,,,,,,,,,,,,,0.789753134,,,,,,,,0.876214964,,,0.396435997,
Tb927.10.1160,,,,,,,,none,,Tb927.10.1160;Tb11.0550,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative;hypothetical protein, conserved",0,GO:0030964|NADH dehydrogenase complex; GO:0005739|mitochondrion; GO:0020023|kinetoplast,,,,,,0.851494352,0.543113157,0.40475731,,,,,,,,,0.236335119,0.273007575,,,,,,,,0.448010603,
Tb11.0840,0.934285116,,21.29127046,,2.88E-11,,14.73641278,7,0.016471562,Tb11.0840,hypothetical protein,1,none,0.942472736,0.921272626,0.916389908,0.939613245,0.855557706,0.805368067,0.626134601,0.321688712,0.251290057,0.932238549,0.913102997,0.912280172,0.929446372,0.901411416,0.798260242,0.656539795,0.372385221,0.250482563,0.939384069,0.91472136,0.909706874,0.903661672,0.857496569,0.757485367,0.675539201,0.371000637,0.250572241
Tb927.11.715,0.908827047,0.144442923,17.01621539,5.833616421,0.045839744,0.156883982,12.65223111,4,0.026183903,Tb927.11.715;Tb927.11.18680;Tb11.0845,"dynein light chain LC8, putative;dynein light chain LC8, putative;dynein light chain LC8, putative",1,GO:0007017|microtubule-based process; GO:0030286|dynein complex,,,0.920171635,0.944068487,0.903201316,0.783620773,0.600526808,0.317647846,0.250669768,0.931496152,0.914484105,0.902904525,0.912054479,,0.771649634,,,0.295725132,,,0.899776306,0.921427764,0.86640756,0.761927265,0.610021309,0.327172362,0.255062005
Tb11.0870,,,,,,,,none,,Tb11.0870;Tb927.11.690,"hypothetical protein;hypothetical protein, conserved",0,none,,,,,,,0.566104876,,,,,,,,,,,,,,,,,,,,
Tb927.4.1100,0.791990328,0.035747389,10.82842558,1.186408958,0.197625489,0.036029854,10.58355077,3,0.024777588,Tb927.4.1100;Tb927.11.680;Tb11.0880,"ribosomal protein L21E (60S), putative;ribosomal protein L21E (60S), putative;chrXI additional, unordered contigs",1,GO:0006412|translation; GO:0005622|intracellular; GO:0005840|ribosome; GO:0003735|structural constituent of ribosome,0.990959832,0.97042722,0.978914083,0.948854357,0.894764024,0.737421083,0.578205758,0.322683622,0.268815266,0.989883206,0.970581472,0.953554617,0.92943701,0.895777584,0.813044044,0.587903344,0.310224948,0.245568401,0.990108863,0.969213301,0.973891746,0.930694846,0.925614567,0.788261826,0.637845662,0.346316131,0.244615041
Tb11.v5.0996,0.955121718,0.192845135,26.16753362,7.036814217,7.81E-10,0.058941585,18.11638087,10,0.023522549,Tb11.v5.0996;Tb11.1220;Tb927.10.15250,"hypothetical protein, conserved;hypothetical protein;paraflagellar rod component, putative",1,GO:0005515|protein binding,,,0.902392719,0.92655884,0.928018471,0.818676941,0.682285572,0.423770439,0.276847527,0.987819408,,0.948275862,0.9672491,0.905078307,0.81475005,0.703030303,0.354306036,0.323560865,,0.977486141,0.950649373,0.907956393,0.927919331,0.818669146,0.704572214,0.424920928,0.31748854
Tb927.10.15260,,,,,,,,none,,Tb927.10.15260;Tb11.v5.0997;Tb11.1230,"leucine-rich repeat protein (LRRP), putative;hypothetical protein, conserved;Component of motile flagella 16",0,GO:0060170|ciliary membrane; GO:0005515|protein binding; GO:0005737|cytoplasm; GO:0005929|cilium,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.10.15270,0.888417,0.042358148,11.29752088,1.705205748,0.190949661,0.051602922,10.53557935,3,0.012031178,Tb927.10.15270;Tb11.v5.0998;Tb11.1240,"metallo- peptidase, Clan MG, Family M24;methionine aminopeptidase, putative;methionine aminopeptidase, type I, putative",1,GO:0008235|metalloexopeptidase activity; GO:0004177|aminopeptidase activity; GO:0006508|proteolysis; GO:0005730|nucleolus; GO:0005737|cytoplasm,,,0.940173934,,0.923784893,0.815125228,0.646110264,0.368542528,0.268553971,,,,,0.954641693,0.780507319,0.620860674,0.301593951,0.214743309,,,,0.921881656,0.947101767,0.804862549,0.66328585,0.400839693,0.287166288
Tb927.11.1840,0.998598735,0.114307441,22.00804903,5.647977931,8.54E-10,0.041386683,15.23324585,7,0.023318378,Tb927.11.1840;Tb11.1380.1,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,0.970863773,0.962233158,0.916394483,0.916413185,0.938047247,0.849961557,0.727424009,0.413456201,0.27909263,0.950411722,0.969975075,0.958672632,0.933854081,0.928551959,0.830385965,0.678731308,0.359564521,0.275902311,0.948796611,0.940774369,0.958527944,0.970170347,0.941386328,0.861627998,0.696263345,0.390530675,0.282107737
Tb927.11.1830,0.959451915,0.241145801,25.84062362,13.83571315,8.95E-09,0.400364592,17.88978434,10,0.023224085,Tb927.11.1830;Tb11.1390.1,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0060170|ciliary membrane; GO:0005737|cytoplasm,,,0.976360476,,,0.796441156,0.796881602,,0.318362075,,,0.90730842,0.943790988,,,0.733478214,0.354332514,0.315510119,0.925653134,,0.889424955,0.901103157,0.919098835,0.818862638,0.764782552,0.477371269,0.331089273
Tb927.11.1810,,,,,,,,none,,Tb927.11.1810;Tb11.1410.1,"Ring finger domain containing protein, putative;Ring finger domain containing protein, putative",0,GO:0005737|cytoplasm; GO:0020016|ciliary pocket; GO:0008270|zinc ion binding,,,,,,,,,,,,,,,,,,,,,,,,,0.529062963,,
Tb11.1780.1,0.834898647,0.007747042,13.87621291,0.447233859,0.212881292,0.009777655,13.67188338,5,0.006063344,Tb11.1780.1,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative",1,none,,,,,,0.813685491,0.679930566,0.404379325,,,,,,0.934135043,0.828004572,0.685587804,0.39808059,0.320989691,,,,,0.938114226,0.834076175,0.67978779,0.4336667,0.32656977
Tb11.1790.1,0.926529532,0.069903237,20.87937005,2.085753992,0.021582142,0.07006674,14.94227988,7,0.010296076,Tb11.1790.1,"retrotransposon hot spot protein (RHS, pseudogene), putative",1,none,0.948520879,0.928578898,0.924867922,0.902613817,0.866180146,0.745238643,0.651520653,0.31758264,0.245205095,0.949558695,0.93148048,0.919531424,0.921656425,0.868703423,0.760897335,0.677711843,0.385703322,0.306938376,0.947149265,0.942372503,0.92460514,0.916151111,0.861799436,0.786098236,0.627799846,0.377611002,0.264190066
Tb927.7.4590,,,,,,,,none,,Tb927.7.4590;Tb11.v5.0146,"chaperone protein DnaJ, putative;chaperone protein DnaJ, putative",0,GO:0051082|unfolded protein binding; GO:0006457|protein folding,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.7.4600,,,,,,,,none,,Tb927.7.4600;Tb11.v5.0147,"Calponin homology (CH) domain containing protein, putative;Calponin homology (CH) domain containing protein, putative",0,GO:0005515|protein binding; GO:0005737|cytoplasm; GO:0005929|cilium,,,,,,,,,,,,,,,,,,,,,,,,0.657019583,,,
Tb927.7.4690,,,,,,,,none,,Tb927.7.4690;Tb11.v5.0153,"hypothetical protein;BarP protein, putative",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb11.v5.0154,,,,,,,,none,,Tb11.v5.0154,"WD domain, G-beta repeat, putative",0,GO:0005515|protein binding,,,,,,,,,,,,,,,,0.505265949,,0.226619414,,,,,,0.700951389,0.5760813,0.348447658,0.211317496
Tb927.7.4720,,,,,,,,none,,Tb927.7.4720;Tb11.v5.0155,"hypothetical protein;hypothetical protein, conserved",0,none,,,,,,0.821974931,0.7243075,0.450581111,,0.403206629,,,,,,0.728562394,,0.267183225,,,,,0.912122161,0.839796417,0.793953066,0.30383078,
Tb927.7.4740,,,,,,,,none,,Tb927.7.4740;Tb11.v5.0157,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,,,,,0.686303387,,0.297947271,,,,,,,,,0.300331425,,,,,,,,0.412711922,0.215319934,
Tb927.7.4750,,,,,,,,none,,Tb927.7.4750;Tb11.v5.0158,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,,,,,0.757549231,0.717464141,,0.298046498,,,,,,,0.753578379,0.446551877,0.33108479,,,,,,,,0.438162106,
Tb927.7.4770,0.944435649,0.072513546,20.93169395,2.294112176,0.014004656,0.07504451,14.79942038,7,0.027243577,Tb927.7.4770;Tb11.v5.0160,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative;cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",1,GO:0003755|peptidyl-prolyl cis-trans isomerase activity; GO:0000413|protein peptidyl-prolyl isomerization; GO:0006457|protein folding; GO:0020015|glycosome,0.960294715,0.937381056,0.930485073,0.927080002,0.926540363,0.830337666,0.677336216,0.353695483,0.274273402,0.949776397,0.94201977,0.925160906,0.976729126,0.926055363,0.829397648,0.658768203,0.326416998,0.260389772,0.95144386,0.930146606,0.934079312,0.980890737,0.912566756,0.814086128,0.657825853,0.362025316,0.265640125
Tb927.7.4790,0.992555258,0.217285364,26.5806654,7.943464667,3.02E-09,0.060760125,18.40274206,10,0.015794264,Tb927.7.4790;Tb11.v5.0162,proteasome beta 6 subunit;proteasome beta 6 subunit,1,"GO:0031981|nuclear lumen; GO:0051603|proteolysis involved in cellular protein catabolic process; GO:0005839|proteasome core complex; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0019774|proteasome core complex, beta-subunit complex; GO:0097014|ciliary plasm; GO:0004298|threonine-type endopeptidase activity; GO:0004175|endopeptidase activity; GO:0005737|cytoplasm",,0.983422876,0.983441771,0.967447363,0.9309695,0.824252778,0.705915713,0.441827644,0.326722522,0.989314097,0.985399797,,0.966842796,0.932227454,0.843063077,0.717735483,0.431533847,0.326155917,0.989995632,0.982112473,0.979500731,0.969069507,0.933116367,0.834171531,0.713084125,0.441041416,0.336895509
Tb927.7.4810,,,,,,,,none,,Tb927.7.4810;Tb11.v5.0163,"HD domain containing protein, putative;HD domain containing protein, putative",0,GO:0036064|ciliary basal body,,,,,,,0.628486815,0.388363822,,,,,,,,0.587283587,0.525192676,0.247854619,,,,,,0.795109789,,,
Tb927.7.4820,0.797116394,0.048093587,8.270599323,0.720459288,0.259705016,0.049924572,8.959477268,2,0.02709665,Tb927.7.4820;Tb11.v5.0164,"Trm112p-like protein, putative;Trm112p-like protein, putative",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005730|nucleolus; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,,,0.9661561,,,,,0.29604515,,,,0.965927159,0.891708437,0.751916342,0.597535111,0.337529888,0.267410359,,,,,,0.750041588,0.635796051,,
Tb927.7.4830,,,,,,,,none,,Tb927.7.4830;Tb11.v5.0165,"kinesin, putative;kinesin, putative",0,GO:0003777|microtubule motor activity; GO:0003774|motor activity; GO:0005875|microtubule associated complex; GO:0097014|ciliary plasm; GO:0005524|ATP binding; GO:0008017|microtubule binding; GO:0005871|kinesin complex; GO:0005737|cytoplasm; GO:0007018|microtubule-based movement,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.7.4840,0.875070591,0.033854333,15.47876946,2.7212552,0.132766782,0.053824772,13.24934217,5,0.009005164,Tb927.7.4840;Tb11.v5.0166,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,,,,,,0.84605619,0.712887395,0.353380182,0.268350255,,,,,,0.77238365,0.68657148,0.383209893,0.296840563,0.864004928,,,,0.894778606,0.763698764,0.642597144,0.372871748,0.269380203
Tb927.7.4850,,,,,,,,none,,Tb927.7.4850;Tb11.v5.0167,"kinetoplastid kinetochore protein 5;hypothetical protein, conserved",0,GO:0000776|kinetochore; GO:0007059|chromosome segregation,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.7.4860,,,,,,,,none,,Tb927.7.4860;Tb11.v5.0168,"kinetoplastid kinetochore protein 13;FHA domain containing protein, putative",0,GO:0005515|protein binding; GO:0005634|nucleus; GO:0000776|kinetochore; GO:0007059|chromosome segregation,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.7.4870,0.995886043,,25.45888642,,4.92E-10,,17.62518405,10,0.031493365,Tb927.7.4870;Tb11.v5.0169,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0005930|axoneme,,,,,0.922577954,0.823588095,0.677124485,0.373226576,0.328733693,,,,,,0.827733961,0.732490228,0.324046833,0.313690727,,,,,0.919589978,0.837620037,0.727928016,0.464876414,0.329831016
Tb927.7.4890,,,,,,,,none,,Tb927.7.4890;Tb11.v5.0170,"Present in the outer mitochondrial membrane proteome 34;hypothetical protein, conserved",0,GO:0005741|mitochondrial outer membrane,,,,,,,0.70959321,0.389109911,0.217138797,,,,,,,,0.327493943,,,,,,,0.885166239,0.753952578,0.414451014,0.24500936
Tb927.7.4900,1.027345024,0.05992274,18.08920557,1.831946276,2.18E-10,0.0109394,12.51691054,4,0.017574742,Tb927.7.4900;Tb11.v5.0171,"5'-3' exoribonuclease A;5'-3' exonuclease XRNA, putative",1,GO:0006402|mRNA catabolic process; GO:0003729|mRNA binding; GO:0005634|nucleus; GO:0051286|cell tip; GO:0003676|nucleic acid binding; GO:0004534|5'-3' exoribonuclease activity; GO:0005737|cytoplasm; GO:0004527|exonuclease activity,,,,,0.94177464,0.836996653,0.647495684,0.339351113,0.230145842,,,0.935333175,0.971178288,0.939570076,0.831899589,0.660236241,0.326679218,0.221542397,,,0.982326411,0.972145516,0.934609523,0.824451197,0.654833468,0.326090793,0.215263849
Tb927.7.4910,0.874227497,0.065689498,20.72587551,2.096993954,0.071276863,0.06667049,16.10454598,8,0.007950653,Tb927.7.4910;Tb11.v5.0172,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0005930|axoneme,0.931394491,0.91166435,0.926655576,0.906625167,0.875837261,0.812270615,0.661762547,0.389732466,0.287142506,0.924088447,0.937020552,,0.907840588,0.873329474,0.78511098,0.666443117,0.39757696,0.299205532,0.938125212,0.923340427,0.916938394,0.903387635,0.866255587,0.785000155,0.661427002,0.462792139,0.322491276
Tb927.7.4930,,,,,,,,none,,Tb927.7.4930;Tb11.v5.0174,"ribonuclease H1;ribonuclease H1, putative",0,GO:0000287|magnesium ion binding; GO:0003676|nucleic acid binding; GO:0004523|RNA-DNA hybrid ribonuclease activity,,,,,,,0.68047602,0.345506964,0.239624213,,,,,,,,,,,,,,,,0.63532069,,0.219864235
Tb927.7.4940,0.949037965,0.007513101,12.76406977,1.794583015,0.153795716,0.033530551,11.07701874,3,0.013439456,Tb927.7.4940;Tb11.v5.0175,"serine peptidase, clan SC, family S9A-like protein;oligopeptidase B protein, putative",1,GO:0006508|proteolysis; GO:0004252|serine-type endopeptidase activity; GO:0070008|serine-type exopeptidase activity; GO:0005739|mitochondrion; GO:0008236|serine-type peptidase activity,,,0.688460408,,,0.854808143,0.6861677,0.359984069,0.25128002,,,,,,,0.627624339,0.218786589,,,0.829502115,,0.873425687,0.881541354,0.840022635,0.705396952,0.397935803,0.268332951
Tb927.7.4960,0.989223491,,22.00589164,,1.56E-10,,15.23175044,7,0.028135795,Tb927.7.4960;Tb11.v5.0177,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0005634|nucleus,,,,,0.921579632,0.834626174,0.668269774,0.388821183,0.330753462,,0.971716376,,,,0.835242327,0.689842925,,0.407300842,,0.962164205,,0.898139814,,0.827689251,0.714988975,0.374675472,0.265024979
Tb927.7.4980,,,,,,,,none,,Tb927.7.4980;Tb11.v5.0179,"Present in the outer mitochondrial membrane proteome 35;hypothetical protein, conserved",0,GO:0005741|mitochondrial outer membrane; GO:0003723|RNA binding; GO:0005737|cytoplasm; GO:0046872|metal ion binding,,,0.789087991,,,0.776824441,0.650071805,0.35102643,0.343138051,,,,,,0.793124088,,0.303657578,0.246550138,,,,,0.882468982,0.793004376,,0.289721374,0.214642057
Tb927.7.4990,0.922754658,0.346588087,22.09564645,18.25455536,0.027129662,0.406885731,15.95240438,8,0.024673647,Tb927.7.4990;Tb11.v5.0180,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,,,,,,0.819669787,,0.42726441,0.242180976,,,,,,0.817897844,0.665521777,0.382506722,0.323008137,,,,,0.847740569,0.773786539,0.584220736,0.419004967,0.243339172
Tb927.7.5020,0.936808676,0.174333628,16.79857173,5.679213655,0.053277854,0.174344346,12.60409415,4,0.039834794,Tb927.7.5020;Tb927.7.5000;Tb11.v5.0182;Tb11.v5.0181,"60S ribosomal protein L19, putative;60S ribosomal protein L19, putative;60S ribosomal protein L19, putative;60S ribosomal protein L19, putative",1,GO:0006412|translation; GO:0003735|structural constituent of ribosome; GO:0005622|intracellular; GO:0042254|ribosome biogenesis; GO:0005840|ribosome; GO:0005737|cytoplasm,0.989772409,0.93419929,0.945111906,0.964430031,0.912746352,0.748773326,0.609332029,0.327692557,0.292278189,0.990618442,,0.945152642,0.903019152,0.919854306,0.578934005,0.568617353,0.360859605,0.20695707,0.989939662,0.905405386,0.977204832,0.962986791,0.891693638,0.76386772,0.634053192,0.291763155,0.240943793
Tb927.7.5030,,,,,,,,none,,Tb927.7.5030;Tb11.v5.0183,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,,,,,,0.576435844,0.285090924,,,,,,,,0.680267911,,0.295589329,,,,,,,,0.351130007,0.205476511
Tb927.7.5040,,,,,,,,none,,Tb927.7.5040;Tb11.v5.0184,"kinesin, putative;hypothetical protein, conserved",0,GO:0005634|nucleus; GO:0005819|spindle; GO:0032133|chromosome passenger complex; GO:0051233|spindle midzone; GO:0005515|protein binding; GO:0000281|mitotic cytokinesis; GO:0007059|chromosome segregation; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.7.5050,0.923268441,0.054442981,25.22344964,2.717224197,0.004676936,0.057259649,17.58993102,10,0.072145946,Tb927.7.5050;Tb11.v5.0185,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0005515|protein binding,,0.513536955,0.889035988,0.888527321,0.84745188,0.815048795,0.70796122,0.428117899,0.314395777,,,,0.905052671,0.872084274,0.784961363,0.670766608,0.408397424,0.31630474,0.961088833,0.917189572,0.907640978,0.901323365,0.848069877,0.792226079,0.688279899,0.414373871,0.301690985
Tb927.7.5080,0.842030454,0.058378139,16.1596458,7.490524776,0.174642686,0.128868829,14.9284357,7,0.020593091,Tb927.7.5080;Tb11.v5.0188,"ATP-NAD kinase-like protein;ATP-NAD kinase, putative",1,GO:0008152|metabolic process; GO:0003951|NAD+ kinase activity; GO:0006741|NADP biosynthetic process,,,,,,0.818522416,0.703841315,0.489405148,0.312198235,,,,,,,0.694779324,,0.330710719,,,,,,0.869569125,0.661729802,0.424733645,0.324175824
Tb11.v5.0191,,,,,,,,none,,Tb11.v5.0191;Tb927.10.5960,"ELMO/CED-12 family, putative;engulfment and cell motility domain 2, putative",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.10.5990,0.917241796,0.079322612,13.42681623,6.965134289,0.119890982,0.117905967,11.16160889,3,0.029821453,Tb927.10.5990;Tb11.v5.0193,"Centrosomal protein of 57 kDa, putative;hypothetical protein, conserved",1,GO:0035869|ciliary transition zone; GO:0010608|posttranscriptional regulation of gene expression; GO:0036064|ciliary basal body,,,,,,0.827664567,0.625232399,0.321681686,0.247609316,,,,,,0.796565689,0.614059416,0.222809617,0.240007314,,,,,,0.635317767,0.641894489,0.328318779,0.218083645
Tb11.v5.0194,,,,,,,,none,,Tb11.v5.0194;Tb927.10.6000,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0005515|protein binding,,,,,,,,,,,,,,,,0.566617986,,0.231480509,,,,,,,,,
Tb11.v5.0196,0.907456344,0.061583809,21.67267904,2.751341732,0.038321917,0.062506463,15.93456755,8,0.007615694,Tb11.v5.0196;Tb927.10.6030,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative;proteasome subunit alpha type-1, putative",1,"GO:0019773|proteasome core complex, alpha-subunit complex; GO:0051603|proteolysis involved in cellular protein catabolic process; GO:0005839|proteasome core complex; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0004298|threonine-type endopeptidase activity; GO:0004175|endopeptidase activity",0.945452861,0.932479296,0.924800383,0.914198839,0.872555196,0.796840491,0.650420584,0.374402183,0.282967914,0.954843591,0.93156666,0.920193697,0.918165421,0.862790576,0.784647597,0.678414743,0.386132512,0.2992059,0.944679906,0.935996499,0.929500313,0.929587872,0.882067475,0.810794427,0.650656957,0.396710742,0.294414036
