protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.11.7213,0.952873598,0.041235682,7.190527145,0.53306522,0.034730378,0.044499973,5.208363028,4,0.024536263,Tb927.11.7213;Tb11.02.5080b,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative;Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",1,none,0.816337878,0.893696041,0.862644551,0.724261803,0.581784682,0.282441466,0.212258451,0.973917044,0.921241628,0.882685793,0.775782122,0.581165604,0.326115524,0.235455365,1.016458765,0.913691042,0.873925023,0.749385059,0.580208474,0.33424456,0.207141745
Tb11.02.5090b,,,,,,,,none,,Tb11.02.5090b;Tb11.02.5090,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene;proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene",0,GO:0005634|nucleus; GO:0001510|RNA methylation; GO:0009452|7-methylguanosine RNA capping; GO:0008168|methyltransferase activity,,0.849713339,,0.684030608,0.59847988,0.353075485,0.272332362,,,0.800583284,0.712034911,0.656554728,0.315736472,0.289296925,,,,0.730701905,0.572479729,0.386518356,
Tb927.11.7214,,,,,,,,none,,Tb927.11.7214;Tb11.02.5100b,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,0.690004652,0.437727561,,,,,0.718035972,,,,,,,,,0.407238944,,,
Tb927.11.7218,,,,,,,,none,,Tb927.11.7218;Tb11.02.5120b,"mitochondrial edited mRNA stability factor 1 subunit;mitochondrial edited mRNA stability factor 1 subunit, putative",0,GO:0048255|mRNA stabilization; GO:0003723|RNA binding; GO:0020023|kinetoplast; GO:0000963|mitochondrial RNA processing; GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0043631|RNA polyadenylation,,,,,0.329926211,,,,,,0.576093214,,,,,,0.285102497,0.502310203,,,
Tb11.02.5360b,,,,,,,,none,,Tb11.02.5360b;Tb11.02.5360,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,0.864241585,,,,0.502932173,,,,,0.760661999,,,,,,,,,,
Tb11.02.5380b,0.950081968,,9.430073655,,1.63E-11,,6.495893555,8,0.019111274,Tb11.02.5380b;Tb11.02.5380,"exosome complex exonuclease RRP44p homologue, putative;exosome complex exonuclease RRP44p homologue",1,GO:0005634|nucleus; GO:0000178|exosome (RNase complex); GO:0005085|guanyl-nucleotide exchange factor activity; GO:0004540|ribonuclease activity; GO:0005739|mitochondrion; GO:0006364|rRNA processing,,0.901026829,0.796042187,0.777937176,0.61221053,0.403337939,0.242484965,0.917247533,0.864125272,0.856645602,0.768466245,0.609478482,0.410964927,0.227133875,0.941348966,0.905986087,0.806099876,0.777269839,0.640338462,0.364024984,0.257766991
Tb11.02.5390b,0.966663639,,10.48656149,,3.56E-09,,7.228195155,none,0.115744734,Tb11.02.5390b;Tb11.02.5390,"mRNA processing protein, putative;mRNA processing protein, putative",0,GO:0000963|mitochondrial RNA processing; GO:0005739|mitochondrion; GO:0003729|mRNA binding,0.385020821,0.84430559,0.829246071,0.807049544,0.607307107,0.392174541,0.278746513,0.970416351,,0.862567712,0.805943755,0.63438583,0.409194649,0.218487384,,0.869792641,0.872218128,0.800461758,0.662435761,0.43310356,0.282009025
Tb11.02.5400b,0.410282138,0.07657384,3.627471291,2.628749441,0.276001895,0.078741839,6.460099591,8,0.050482086,Tb11.02.5400b;Tb11.02.5400,"cystathionine beta-synthase, putative;cystathionine beta-synthase, putative",1,GO:0004122|cystathionine beta-synthase activity; GO:0019344|cysteine biosynthetic process,,0.229573141,0.22890301,0.549996939,,0.335039448,0.228820967,,0.89842403,0.578813793,0.46414407,0.342291275,0.359975782,,,0.724854949,0.628500925,0.58232734,0.448499198,0.274943324,
Tb11.02.5410b,0.776000672,0.066332255,6.480613843,1.60030868,0.185476642,0.074267034,6.205645004,7,0.023323302,Tb11.02.5410b;Tb11.02.5410,"ubiquitin activating enzyme, putative;ubiquitin activating enzyme (E1) subunit Aos1, putative",1,GO:0008641|ubiquitin-like modifier activating enzyme activity; GO:0003824|catalytic activity,,0.856356109,,0.831124106,0.66527398,0.389419593,0.271586803,,0.921755753,,0.737420688,0.682840935,0.395600732,0.299889451,,,,0.723565313,0.607687979,0.417838091,0.32561963
Tb11.02.5420b,0.978535935,,9.356778294,,3.79E-09,,6.445089118,8,0.030377038,Tb11.02.5420b;Tb11.02.5420,"NADPH-cytochrome p450 reductase, putative;NADPH-cytochrome p450 reductase, putative",1,GO:0010181|FMN binding; GO:0016021|integral component of membrane; GO:0055114|oxidation-reduction process; GO:0016491|oxidoreductase activity,0.945852424,0.956364602,0.835968403,0.804296684,0.66701154,0.409799826,0.277900259,0.908567159,0.871685882,0.884414948,0.828424671,0.649363589,0.427140798,0.255907963,0.910663463,0.899562892,0.842703082,0.841404191,0.666286422,0.417579419,0.239807034
Tb11.02.5430b,0.983796493,,9.166671155,,3.91E-10,,6.313316858,8,0.019718534,Tb11.02.5430b;Tb11.02.5430,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,,,,0.843078163,0.625918029,0.395727516,0.347515174,,,0.94771266,0.747405272,0.692198505,0.301121991,0.166601288,,0.755015043,,0.74379334,0.625057937,0.44945971,0.405418384
Tb927.6.4980,1.080521043,0.100956605,7.828701835,1.664892056,1.14E-12,0.000959626,5.385907192,5,0.025977315,Tb927.6.4980;Tb927.11.7705;Tb11.0390;Tb11.0290,"40S ribosomal protein S14;ribosomal protein S11, putative;chrXI additional, unordered contigs;chrXI additional, unordered contigs",1,GO:0006412|translation; GO:0015935|small ribosomal subunit; GO:0005840|ribosome; GO:0003735|structural constituent of ribosome; GO:0005730|nucleolus; GO:0005737|cytoplasm,1.04539028,1.028957708,0.988931999,0.87026712,0.650315921,0.370558145,0.247512443,1.036189169,1.023283302,0.978138923,0.879466809,0.658240545,0.364846896,0.2376103,1.039874805,1.030618284,0.992596669,0.867978764,0.644014084,0.373028397,0.232789029
Tb927.11.7690,,,,,,,,none,,Tb927.11.7690;Tb11.0320,hypothetical protein;hypothetical protein,0,GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,
Tb927.11.7670,0.843675706,0.032834399,7.033815327,0.790868881,0.042603034,0.038436787,5.196371414,4,0.034969513,Tb927.11.7670;Tb11.0330,"Cornifin (SPRR) family, putative;Cornifin (SPRR) family, putative",1,GO:0035869|ciliary transition zone,,,0.767947647,0.651682904,0.538420566,0.334930677,,,0.844405603,0.835502198,0.702494273,0.449188246,0.31210524,0.204028628,,0.811158804,0.96601979,0.670693891,0.500907764,0.304908981,0.185594485
Tb927.11.7660,,,,,,,,none,,Tb927.11.7660;Tb11.0340,hypothetical protein;hypothetical protein,0,none,,,,,,,0.618737617,,,,,,0.378622724,0.384025062,,,,,0.675153527,0.348505659,
Tb927.11.7650,1.056195322,0.092257162,9.174824056,1.62802727,2.49E-10,0.008783845,6.318968017,8,0.053279698,Tb927.11.7650;Tb11.0350,hypothetical protein;hypothetical protein,1,none,0.744622176,0.953695413,0.92208016,0.8540654,0.659392617,0.481595436,0.271142292,0.981844585,0.989661671,0.942036917,0.861473077,0.688320376,0.403956302,0.302668541,1.024250208,1.013256222,0.948184271,0.848530246,0.668944558,0.431314016,0.262268767
Tb927.11.7640,0.968223145,0.36852725,7.742836148,5.789330607,6.90E-10,0.059658939,5.326389639,4,0.033466567,Tb927.11.7640;Tb11.0360,"Gp63-1 surface protease homolog, putative;chrXI additional, unordered contigs",1,GO:0007155|cell adhesion; GO:0004222|metalloendopeptidase activity; GO:0006508|proteolysis; GO:0016020|membrane,0.934781546,0.921220605,0.769838681,0.788264056,0.607626995,0.334407116,,,0.808433317,0.848755279,0.788664825,0.581393106,0.309583455,,,0.877747439,,0.720039966,0.623476925,0.279120792,
Tb927.10.1130,0.989100492,0.102272115,9.67061025,2.513724987,3.62E-13,0.000969941,6.662620817,none,0.101793258,Tb927.10.1130;Tb11.0520,"dynein arm light chain, axonemal, putative;dynein light chain, putative",0,GO:0005858|axonemal dynein complex; GO:0003777|microtubule motor activity,0.643364755,0.919954468,0.863472361,0.775911402,0.656471054,0.424802436,0.307254137,0.870904199,0.852105631,0.844848729,0.832889033,0.651723242,0.422122518,0.252235649,0.658628997,0.943815076,0.894074157,0.833348974,0.658584788,0.480329053,0.276599567
Tb927.10.1140,0.700391344,0.072917467,3.936850243,1.383801127,0.221202748,0.035947471,4.160297151,2,0.042681729,Tb927.10.1140;Tb11.0530,epsilon tubulin;epsilon tubulin,1,GO:0003924|GTPase activity; GO:0005198|structural molecule activity; GO:0005874|microtubule; GO:0046785|microtubule polymerization; GO:0005737|cytoplasm; GO:0007018|microtubule-based movement,,0.743341186,0.651604301,0.647559332,0.409504328,0.449080262,0.236995241,,0.854946966,0.715693134,0.656078566,0.393056729,0.256058989,0.260209349,,0.894899554,,0.641573333,0.449463894,0.329485888,0.249488552
Tb927.10.1150,,,,,,,,none,,Tb927.10.1150;Tb11.0540,"hypothetical protein, conserved;hypothetical protein",0,none,,,0.996375098,0.943220786,,,,,,,,,,,1.041200359,,,,,,0.252117859
Tb927.10.1160,,,,,,,,none,,Tb927.10.1160;Tb11.0550,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative;hypothetical protein, conserved",0,GO:0030964|NADH dehydrogenase complex; GO:0005739|mitochondrion; GO:0020023|kinetoplast,,,,,,,,,,,,,,,,,,,,,
Tb11.0820,,,,,,,,none,,Tb11.0820;Tb11.v5.0295;Tb11.v5.0294,"retrotransposon hot spot protein 4 (RHS4, pseudogene), putative;retrotransposon hot spot (RHS) protein, putative;retrotransposon hot spot (RHS) protein, putative",0,none,,0.849674138,,,0.540988063,,,,0.778378781,0.806113179,,,0.317798767,,,,,,0.480862167,,
Tb927.11.715,1.031955515,,8.511057616,,2.09E-09,,5.858880195,6,0.042947633,Tb927.11.715;Tb927.11.18680;Tb11.0845,"dynein light chain LC8, putative;dynein light chain LC8, putative;dynein light chain LC8, putative",1,GO:0007017|microtubule-based process; GO:0030286|dynein complex,0.983148505,0.938927239,0.918452448,0.870355266,0.701948862,0.405076229,0.254172243,0.983801376,0.920968092,0.914665599,0.888836169,0.727946405,0.442556934,0.246123633,0.962414665,0.945701952,0.929202663,0.875902904,0.691227006,0.436015954,0.25031153
Tb11.0870,,,,,,,,none,,Tb11.0870;Tb927.11.690,"hypothetical protein;hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.4.1100,1.10505476,0.329362693,8.096684826,5.000339145,1.64E-09,0.133967869,5.571658859,5,0.042268915,Tb927.4.1100;Tb927.11.680;Tb11.0880,"ribosomal protein L21E (60S), putative;ribosomal protein L21E (60S), putative;chrXI additional, unordered contigs",1,GO:0006412|translation; GO:0005622|intracellular; GO:0005840|ribosome; GO:0003735|structural constituent of ribosome,1.037914866,1.014601342,0.988813724,0.850991519,0.609196244,0.354347432,0.192301919,1.032843739,1.024826498,0.991776804,0.859808425,0.646688848,0.356839961,0.215813343,1.027396754,1.02337838,0.992172008,0.847234827,0.626061926,0.372095672,0.199004094
Tb11.0980,,,,,,,,none,,Tb11.0980;Tb11.v5.0136,"variant surface glycoprotein (VSG), putative;variant surface protein (VSG), putative",0,none,,,,,,,,,,,,,,,,,,,,,
Tb11.v5.0996,1.041415999,0.212066793,9.314193358,4.405384297,9.57E-10,0.105033635,6.415571462,8,0.039555319,Tb11.v5.0996;Tb11.1220;Tb927.10.15250,"hypothetical protein, conserved;hypothetical protein;paraflagellar rod component, putative",1,GO:0005515|protein binding,0.979461703,0.983975725,0.943688563,0.888410301,0.723275513,0.451961099,0.314040137,0.99660606,0.961227081,0.964201351,0.89915407,0.761560481,0.469667491,0.287250457,0.988279665,0.96787899,0.930341443,0.886193671,0.742716758,0.494246276,0.285648061
Tb927.10.15260,,,,,,,,none,,Tb927.10.15260;Tb11.v5.0997;Tb11.1230,"leucine-rich repeat protein (LRRP), putative;hypothetical protein, conserved;Component of motile flagella 16",0,GO:0060170|ciliary membrane; GO:0005515|protein binding; GO:0005737|cytoplasm; GO:0005929|cilium,,,,0.577488285,0.33917239,,,,,,0.584061005,0.32871673,,,,,,0.576763938,0.247554284,,
Tb927.10.15270,0.982032737,0.020359225,7.109178313,0.482033178,0.027372053,0.026012321,5.086485365,4,0.013503519,Tb927.10.15270;Tb11.v5.0998;Tb11.1240,"metallo- peptidase, Clan MG, Family M24;methionine aminopeptidase, putative;methionine aminopeptidase, type I, putative",1,GO:0008235|metalloexopeptidase activity; GO:0004177|aminopeptidase activity; GO:0006508|proteolysis; GO:0005730|nucleolus; GO:0005737|cytoplasm,1.00584534,0.928453385,0.865958546,0.778765358,0.588603803,0.347367944,0.196480785,0.945251624,0.93781762,0.859671077,0.797119592,0.576966264,0.330918338,0.206741323,0.995653986,0.948112829,0.88725023,0.788243163,0.585876422,0.341460236,0.212725678
Tb927.11.1840,1.043022516,,8.053177726,,1.35E-09,,5.541502034,5,0.057730257,Tb927.11.1840;Tb11.1380.1,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,0.996498943,1.000281516,0.977809664,0.912587986,0.716081072,0.42436254,0.237121092,0.987721145,0.957520334,0.985772154,0.894639657,0.716368454,0.429305038,0.232339746,0.993419288,1.007043117,0.974398379,0.898547537,0.740555891,0.421745105,0.233474536
Tb927.11.1830,,,,,,,,none,,Tb927.11.1830;Tb11.1390.1,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0060170|ciliary membrane; GO:0005737|cytoplasm,,,,0.546584679,,,,,,,,,,,,,,,,,
Tb927.11.1810,,,,,,,,none,,Tb927.11.1810;Tb11.1410.1,"Ring finger domain containing protein, putative;Ring finger domain containing protein, putative",0,GO:0005737|cytoplasm; GO:0020016|ciliary pocket; GO:0008270|zinc ion binding,,,,0.598328421,0.461469832,0.306753127,,,,,0.747125875,0.479192994,0.232915458,,,,,0.667239953,0.489370755,0.221492521,
Tb11.1780.1,1.038701356,,9.269616655,,3.91E-10,,6.384673241,8,0.015777719,Tb11.1780.1,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative",1,none,1.019916357,0.985296421,0.931386405,0.875844214,0.694024088,0.411600705,0.294705205,1.027874039,0.983227788,0.950960705,0.857096118,0.675420622,0.419983454,0.265648854,1.008140102,0.983887143,0.932663909,0.857793995,0.70374836,0.438524326,0.282000363
Tb11.1790.1,0.96169596,,9.048750201,,3.91E-09,,6.231580314,8,0.02168124,Tb11.1790.1;Tb927.11.17840;Tb927.5.160,"retrotransposon hot spot protein (RHS, pseudogene), putative;retrotransposon hot spot protein (RHS), degenerate;retrotransposon hot spot protein (RHS, pseudogene), putative",1,none,0.95913757,0.917739104,0.862021307,0.823409005,0.687320498,0.379097281,0.24211858,0.947284157,0.902121777,0.852948938,0.809839174,0.627591043,0.398520445,0.246089194,0.945684068,0.941311186,0.892204809,0.798186993,0.622693977,0.391251502,0.215210828
Tb927.7.4600,,,,,,,,none,,Tb927.7.4600;Tb11.v5.0147,"Calponin homology (CH) domain containing protein, putative;Calponin homology (CH) domain containing protein, putative",0,GO:0005515|protein binding; GO:0005737|cytoplasm; GO:0005929|cilium,,,,0.789813413,0.550894706,0.312180875,0.300246573,,,,,0.381859912,,0.175689001,,,,,0.385905954,0.317186158,
Tb927.7.4640,,,,,,,,none,,Tb927.7.4640;Tb11.v5.0149,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,,,,,0.323898838,0.195468118,,,,,,,0.176586537,,,,,,,
Tb927.7.4650,0.696390144,2.126830702,13.66449155,98.30115329,1.39E-07,2.415236403,9.43097109,none,0.189228358,Tb927.7.4650;Tb11.v5.0150,J Biosynthesis Protein 2;J Biosynthesis Protein 2,0,GO:0005634|nucleus; GO:0005524|ATP binding; GO:0070580|base J metabolic process; GO:0008198|ferrous iron binding; GO:0050341|thymine dioxygenase activity,,0.554652404,0.309003531,,0.667216477,,0.27244412,,,0.340452635,0.867686192,,0.305886169,0.291300418,,,0.24588158,0.08112031,0.706810091,0.240037071,0.280402295
Tb927.7.4660,,,,,,,,none,,Tb927.7.4660;Tb11.v5.0151,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0010608|posttranscriptional regulation of gene expression,,,,,0.446164154,,,,,,,0.544430023,,,,,,,,,
Tb927.7.4690,0.89064437,0.017954158,8.765512688,0.369885812,0.031517396,0.020701988,6.348956184,8,0.003596392,Tb927.7.4690;Tb11.v5.0153,"hypothetical protein;BarP protein, putative",1,none,0.855379841,0.93090689,0.809288247,0.738319205,0.594672257,0.358159789,0.279535121,0.986707509,0.797590555,0.823131429,0.72137295,0.608923027,0.399503445,0.281644786,,0.872359676,0.849298263,0.755139915,0.588526246,0.391310524,0.240813809
Tb11.v5.0154,0.972185596,,9.530004759,,2.64E-09,,6.565160543,9,0.032775519,Tb11.v5.0154,"WD domain, G-beta repeat, putative",1,GO:0005515|protein binding,0.958165722,0.916462947,0.891715736,0.798898676,0.644570849,0.345606178,0.196165982,0.958662298,0.910123798,0.89571271,0.841816371,0.649552105,0.387266592,0.231437685,0.944133386,0.921592486,0.88188271,0.841050133,0.641859669,0.383611393,0.209649099
Tb927.7.4720,0.911534646,,8.169526727,,1.55E-09,,5.622149019,5,0.014211505,Tb927.7.4720;Tb11.v5.0155,"hypothetical protein;hypothetical protein, conserved",1,none,,,0.761793274,0.732339537,0.552083152,0.360056525,0.252873371,,,0.855780964,0.687331857,0.589375593,0.325238868,0.22269113,,,0.741561229,,,0.295128182,
Tb927.7.4730,,,,,,,,none,,Tb927.7.4730;Tb11.v5.0156,"pumilio/PUF RNA binding protein 5;hypothetical protein, conserved",0,GO:0005634|nucleus; GO:0003723|RNA binding; GO:0006417|regulation of translation; GO:0010608|posttranscriptional regulation of gene expression; GO:0005739|mitochondrion; GO:0043488|regulation of mRNA stability; GO:0005488|binding,,,,,,,,,,,,,,,,,,,,,0.173615637
Tb927.7.4740,0.829934013,0.03497128,3.482490982,0.387918597,0.143225284,0.040722724,3.021974186,1,0.022632894,Tb927.7.4740;Tb11.v5.0157,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,0.970704079,0.913708279,0.768932351,0.641387812,0.416262383,0.238308318,0.11405605,0.996504373,0.852270774,0.759413663,0.645359496,0.399114453,0.199424194,0.132034609,,0.852114443,0.760565128,0.700708058,0.43367554,0.221385283,
Tb927.7.4750,0.783548605,,10.39679759,,1.67E-10,,7.165975526,10,0.09779401,Tb927.7.4750;Tb11.v5.0158,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,,0.953853911,0.725780977,0.805072903,0.638753113,0.413716536,0.202820794,0.59963066,0.855516405,,0.701918992,0.604615118,0.403721925,0.241203894,0.659278828,0.774337545,0.704314697,0.808436274,0.665400356,0.455451586,0.247514008
Tb927.7.4770,1.02341919,,8.482295555,,5.35E-11,,5.838943837,6,0.03642607,Tb927.7.4770;Tb11.v5.0160,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative;cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",1,GO:0003755|peptidyl-prolyl cis-trans isomerase activity; GO:0000413|protein peptidyl-prolyl isomerization; GO:0006457|protein folding; GO:0020015|glycosome,0.989351204,0.903947954,0.858848276,0.804252544,0.653289638,0.42070201,0.236293675,0.928243246,0.923061842,0.917401936,0.846655842,0.648388118,0.423798831,0.241461807,0.939084842,0.912131509,0.879566754,0.830213502,0.654381536,0.405643577,0.236972639
Tb927.7.4780,0.887977935,0.03973728,4.89744616,0.470253822,0.120971652,0.039743607,4.062791348,2,0.015458992,Tb927.7.4780;Tb11.v5.0161,"conserved hypothetical protein, putative;conserved hypothetical protein, putative",1,none,1.008338825,0.916347308,0.861350089,0.73991797,0.500054249,0.307351826,,1.009524718,0.918842023,0.912235234,0.673845779,0.523610799,0.293779685,,,0.969862619,0.86550685,0.707321976,0.493725331,0.285836715,0.184180456
